episode,maze_seed,total_reward,steps,success,death,correct_kills,wrong_weapon_count,hit_wall_count,epsilon
497,97,-650,500,False,False,0,0,7,0.08239373898667031
498,98,98,14,True,False,1,0,0,0.08198177029173696
499,99,-536,500,False,False,1,0,2,0.08157186144027828
500,0,15,93,True,False,3,0,3,0.0811640021330769
501,1,60,72,True,False,3,0,0,0.08075818212241151
502,2,-3,117,True,False,2,0,1,0.08035439121179945
503,3,72,35,True,False,1,0,0,0.07995261925574046
504,4,110,13,True,False,2,0,0,0.07955285615946175
505,5,83,22,True,False,1,0,1,0.07915509187866444
506,6,107,23,True,False,3,0,1,0.07875931641927113
507,7,88,16,True,False,1,0,2,0.07836551983717477
508,8,99,20,True,False,2,0,1,0.07797369223798889
509,9,98,23,True,False,2,0,0,0.07758382377679894
510,10,0,125,True,False,3,0,0,0.07719590465791494
511,11,106,27,True,False,3,0,0,0.07680992513462537
512,12,72,50,True,False,3,0,0,0.07642587550895225
513,13,94,18,True,False,1,0,0,0.07604374613140748
514,14,108,15,True,False,2,0,0,0.07566352740075044
515,15,116,18,True,False,3,0,0,0.07528520976374668
516,16,108,15,True,False,2,0,0,0.07490878371492794
517,17,94,16,True,False,1,0,0,0.0745342397963533
518,18,72,58,True,False,3,0,0,0.07416156859737154
519,19,88,41,True,False,3,0,0,0.07379076075438468
520,20,-518,500,False,False,2,0,3,0.07342180695061275
521,21,-61,173,True,False,3,0,1,0.07305469791585968
522,22,78,41,True,False,2,0,0,0.07268942442628039
523,23,88,43,True,False,3,0,0,0.07232597730414898
524,24,116,17,True,False,3,0,0,0.07196434741762824
525,25,116,18,True,False,3,0,0,0.0716045256805401
526,26,-2,109,True,False,2,0,0,0.0712465030521374
527,27,88,13,True,False,0,0,0,0.0708902705368767
528,28,110,23,True,False,3,0,0,0.07053581918419231
529,29,84,49,True,False,3,0,0,0.07018314008827135
530,30,106,16,True,False,2,0,0,0.06983222438783
531,31,94,40,True,False,3,0,0,0.06948306326589085
532,32,110,23,True,False,3,0,0,0.0691356479495614
533,33,-104,207,True,False,2,0,2,0.06878996970981359
534,34,-219,306,True,False,2,0,3,0.06844601986126451
535,35,98,24,True,False,2,0,0,0.06810378976195819
536,36,90,32,True,False,2,0,0,0.0677632708131484
537,37,-238,275,True,False,1,0,6,0.06742445445908266
538,38,90,38,True,False,3,0,0,0.06708733218678724
539,39,108,15,True,False,2,0,0,0.0667518955258533
540,40,88,22,True,False,1,0,0,0.06641813604822402
541,41,76,48,True,False,3,0,0,0.0660860453679829
542,42,112,20,True,False,3,0,0,0.06575561514114299
543,43,100,23,True,False,2,0,0,0.06542683706543727
544,44,-59,10,False,True,0,0,0,0.06509970288011008
545,45,96,16,True,False,1,0,0,0.06477420436570952
546,46,108,26,True,False,3,0,0,0.06445033334388098
547,47,118,16,True,False,3,0,0,0.06412808167716157
548,48,96,15,True,False,1,0,0,0.06380744126877576
549,49,100,32,True,False,3,0,0,0.06348840406243188
550,50,108,26,True,False,3,0,0,0.06317096204211972
551,51,82,49,True,False,3,0,0,0.06285510723190912
552,52,102,21,True,False,2,0,0,0.06254083169574957
553,53,94,40,True,False,3,0,0,0.062228127537270826
554,54,106,28,True,False,3,0,0,0.06191698689958447
555,55,102,21,True,False,2,0,0,0.061607401965086545
556,56,106,27,True,False,3,0,0,0.06129936495526111
557,57,110,13,True,False,2,0,0,0.0609928681304848
558,58,106,16,True,False,2,0,0,0.060687903789832374
559,59,108,15,True,False,2,0,0,0.06038446427088321
560,60,100,32,True,False,3,0,0,0.06008254194952879
561,61,85,12,True,False,0,0,1,0.05978212923978115
562,62,98,36,True,False,3,0,0,0.05948321859358224
563,63,96,15,True,False,1,0,0,0.05918580250061433
564,64,98,27,True,False,3,0,2,0.058889873488111255
565,65,107,23,True,False,3,0,1,0.058595424120670696
566,66,106,27,True,False,3,0,0,0.05830244700006734
567,67,106,16,True,False,2,0,0,0.058010934765067
568,68,86,14,True,False,0,0,0,0.05772088009124167
569,69,100,22,True,False,2,0,0,0.05743227569078546
570,70,-124,230,True,False,2,0,0,0.05714511431233153
571,71,106,28,True,False,3,0,0,0.05685938874076987
572,72,94,26,True,False,2,0,0,0.056575091797066025
573,73,118,16,True,False,3,0,0,0.056292216338080694
574,74,110,21,True,False,3,0,0,0.05601075525639029
575,75,98,14,True,False,1,0,0,0.05573070148010834
576,76,94,17,True,False,1,0,0,0.0554520479727078
577,77,100,22,True,False,2,0,0,0.05517478773284426
578,78,86,15,True,False,0,0,0,0.05489891379418004
579,79,108,15,True,False,2,0,0,0.05462441922520914
580,80,108,26,True,False,3,0,0,0.0543512971290831
581,81,106,17,True,False,2,0,0,0.05407954064343768
582,82,104,18,True,False,2,0,0,0.05380914294022049
583,83,112,22,True,False,3,0,0,0.05354009722551939
584,84,108,26,True,False,3,0,0,0.05327239673939179
585,85,108,26,True,False,3,0,0,0.053006034755694834
586,86,-46,17,False,True,2,0,0,0.052741004581916356
587,87,90,41,True,False,3,0,0,0.052477299559006776
588,88,108,15,True,False,2,0,0,0.052214913061211746
589,89,93,15,True,False,1,0,1,0.05195383849590569
590,90,96,16,True,False,1,0,0,0.05169406930342616
591,91,108,26,True,False,3,0,0,0.05143559895690903
592,92,106,16,True,False,2,0,0,0.051178420962124486
593,93,-57,29,False,True,2,0,0,0.05092252885731386
594,94,100,12,True,False,1,0,0,0.05066791621302729
595,95,108,15,True,False,2,0,0,0.05041457663196215
596,96,96,15,True,False,1,0,0,0.050162503748802344
597,97,90,20,True,False,1,0,0,0.05
598,98,96,15,True,False,1,0,0,0.05
599,99,-232,332,True,False,2,0,0,0.05
600,0,109,20,True,False,3,0,1,0.05
601,1,106,28,True,False,3,0,0,0.05
602,2,110,13,True,False,2,0,0,0.05
603,3,96,16,True,False,1,0,0,0.05
604,4,106,15,True,False,2,0,0,0.05
605,5,96,16,True,False,1,0,0,0.05
606,6,110,24,True,False,3,0,0,0.05
607,7,-499,460,True,False,1,0,11,0.05
608,8,106,17,True,False,2,0,0,0.05
609,9,102,21,True,False,2,0,0,0.05
610,10,112,22,True,False,3,0,0,0.05
611,11,-210,324,True,False,3,0,0,0.05
612,12,108,26,True,False,3,0,0,0.05
613,13,96,16,True,False,1,0,0,0.05
614,14,72,44,True,False,2,0,0,0.05
615,15,118,16,True,False,3,0,0,0.05
616,16,104,19,True,False,2,0,0,0.05
617,17,98,13,True,False,1,0,0,0.05
618,18,108,25,True,False,3,0,0,0.05
619,19,36,96,True,False,3,0,0,0.05
620,20,-261,350,True,False,3,0,5,0.05
621,21,100,32,True,False,3,0,0,0.05
622,22,94,28,True,False,2,0,0,0.05
623,23,108,26,True,False,3,0,0,0.05
624,24,118,16,True,False,3,0,0,0.05
625,25,116,18,True,False,3,0,0,0.05
626,26,98,24,True,False,2,0,0,0.05
627,27,88,12,True,False,0,0,0,0.05
628,28,-392,459,True,False,3,0,2,0.05
629,29,78,52,True,False,3,0,0,0.05
630,30,102,19,True,False,2,0,0,0.05
631,31,110,23,True,False,3,0,0,0.05
632,32,110,23,True,False,3,0,0,0.05
633,33,-528,500,False,False,2,0,4,0.05
634,34,100,23,True,False,2,0,0,0.05
635,35,98,24,True,False,2,0,0,0.05
636,36,-113,228,True,False,2,0,1,0.05
637,37,-9,112,True,False,1,0,1,0.05
638,38,-545,500,False,False,0,0,1,0.05
639,39,108,15,True,False,2,0,0,0.05
640,40,82,27,True,False,1,0,0,0.05
641,41,-577,500,False,False,1,0,8,0.05
642,42,118,16,True,False,3,0,0,0.05
643,43,-250,327,True,False,2,0,4,0.05
644,44,96,15,True,False,1,0,0,0.05
645,45,90,20,True,False,1,0,0,0.05
646,46,-164,273,True,False,3,0,0,0.05
647,47,120,14,True,False,3,0,0,0.05
648,48,100,12,True,False,1,0,0,0.05
649,49,106,27,True,False,3,0,0,0.05
650,50,108,26,True,False,3,0,0,0.05
651,51,108,26,True,False,3,0,0,0.05
652,52,100,22,True,False,2,0,0,0.05
653,53,108,26,True,False,3,0,0,0.05
654,54,90,34,True,False,3,0,2,0.05
655,55,102,21,True,False,2,0,0,0.05
656,56,108,26,True,False,3,0,0,0.05
657,57,110,13,True,False,2,0,0,0.05
658,58,108,15,True,False,2,0,0,0.05
659,59,108,15,True,False,2,0,0,0.05
660,60,110,23,True,False,3,0,0,0.05
661,61,88,12,True,False,0,0,0,0.05
662,62,50,68,True,False,3,0,2,0.05
663,63,60,52,True,False,1,0,0,0.05
664,64,112,22,True,False,3,0,0,0.05
665,65,112,22,True,False,3,0,0,0.05
666,66,112,22,True,False,3,0,0,0.05
667,67,108,15,True,False,2,0,0,0.05
668,68,88,13,True,False,0,0,0,0.05
669,69,86,35,True,False,2,0,0,0.05
670,70,102,21,True,False,2,0,0,0.05
671,71,108,26,True,False,3,0,0,0.05
672,72,104,18,True,False,2,0,0,0.05
673,73,114,18,True,False,3,0,0,0.05
674,74,118,16,True,False,3,0,0,0.05
675,75,100,12,True,False,1,0,0,0.05
676,76,98,14,True,False,1,0,0,0.05
677,77,102,21,True,False,2,0,0,0.05
678,78,88,13,True,False,0,0,0,0.05
679,79,108,15,True,False,2,0,0,0.05
680,80,106,27,True,False,3,0,0,0.05
681,81,108,15,True,False,2,0,0,0.05
682,82,108,15,True,False,2,0,0,0.05
683,83,108,26,True,False,3,0,0,0.05
684,84,108,26,True,False,3,0,0,0.05
685,85,90,40,True,False,3,0,0,0.05
686,86,112,22,True,False,3,0,0,0.05
687,87,106,28,True,False,3,0,0,0.05
688,88,108,15,True,False,2,0,0,0.05
689,89,96,16,True,False,1,0,0,0.05
690,90,94,18,True,False,1,0,0,0.05
691,91,108,26,True,False,3,0,0,0.05
692,92,108,15,True,False,2,0,0,0.05
693,93,93,29,True,False,3,3,0,0.05
694,94,98,13,True,False,1,0,0,0.05
695,95,108,15,True,False,2,0,0,0.05
696,96,98,14,True,False,1,0,0,0.05
697,97,94,18,True,False,1,0,0,0.05
698,98,98,14,True,False,1,0,0,0.05
699,99,82,30,True,False,1,0,0,0.05
700,0,108,26,True,False,3,0,0,0.05
701,1,108,26,True,False,3,0,0,0.05
702,2,110,13,True,False,2,0,0,0.05
703,3,94,17,True,False,1,0,0,0.05
704,4,110,13,True,False,2,0,0,0.05
705,5,89,19,True,False,1,0,1,0.05
706,6,103,26,True,False,3,0,1,0.05
707,7,98,14,True,False,1,0,0,0.05
708,8,108,15,True,False,2,0,0,0.05
709,9,97,22,True,False,2,0,1,0.05
710,10,110,23,True,False,3,0,0,0.05
711,11,112,22,True,False,3,0,0,0.05
712,12,102,32,True,False,3,0,0,0.05
713,13,94,17,True,False,1,0,0,0.05
714,14,108,15,True,False,2,0,0,0.05
715,15,118,16,True,False,3,0,0,0.05
716,16,108,15,True,False,2,0,0,0.05
717,17,100,12,True,False,1,0,0,0.05
718,18,110,23,True,False,3,0,0,0.05
719,19,114,19,True,False,3,0,0,0.05
720,20,112,22,True,False,3,0,0,0.05
721,21,108,24,True,False,3,0,0,0.05
722,22,100,22,True,False,2,0,0,0.05
723,23,108,26,True,False,3,0,0,0.05
724,24,118,16,True,False,3,0,0,0.05
725,25,116,18,True,False,3,0,0,0.05
726,26,100,23,True,False,2,0,0,0.05
727,27,90,11,True,False,0,0,0,0.05
728,28,110,23,True,False,3,0,0,0.05
729,29,106,28,True,False,3,0,0,0.05
730,30,108,15,True,False,2,0,0,0.05
731,31,-50,1,False,True,0,0,0,0.05
732,32,112,22,True,False,3,0,0,0.05
733,33,100,23,True,False,2,0,0,0.05
734,34,100,23,True,False,2,0,0,0.05
735,35,96,25,True,False,2,0,0,0.05
736,36,-367,374,True,False,3,0,17,0.05
737,37,35,37,True,False,1,0,7,0.05
738,38,108,26,True,False,3,0,0,0.05
739,39,86,26,True,False,2,0,0,0.05
740,40,96,16,True,False,1,0,0,0.05
741,41,108,25,True,False,3,0,0,0.05
742,42,116,18,True,False,3,0,0,0.05
743,43,100,23,True,False,2,0,0,0.05
744,44,98,14,True,False,1,0,0,0.05
745,45,94,18,True,False,1,0,0,0.05
746,46,106,28,True,False,3,0,0,0.05
747,47,120,14,True,False,3,0,0,0.05
748,48,100,12,True,False,1,0,0,0.05
749,49,94,36,True,False,3,0,0,0.05
750,50,108,26,True,False,3,0,0,0.05
751,51,104,29,True,False,3,0,0,0.05
752,52,100,22,True,False,2,0,0,0.05
753,53,102,29,True,False,3,0,0,0.05
754,54,108,26,True,False,3,0,0,0.05
755,55,102,21,True,False,2,0,0,0.05
756,56,104,28,True,False,3,0,0,0.05
757,57,108,15,True,False,2,0,0,0.05
758,58,106,17,True,False,2,0,0,0.05
759,59,108,15,True,False,2,0,0,0.05
760,60,108,26,True,False,3,0,0,0.05
761,61,90,11,True,False,0,0,0,0.05
762,62,112,22,True,False,3,0,0,0.05
763,63,98,14,True,False,1,0,0,0.05
764,64,110,23,True,False,3,0,0,0.05
765,65,110,23,True,False,3,0,0,0.05
766,66,110,24,True,False,3,0,0,0.05
767,67,108,15,True,False,2,0,0,0.05
768,68,88,13,True,False,0,0,0,0.05
769,69,96,25,True,False,2,0,0,0.05
770,70,102,21,True,False,2,0,0,0.05
771,71,104,30,True,False,3,0,0,0.05
772,72,104,19,True,False,2,0,0,0.05
773,73,94,28,True,False,3,0,2,0.05
774,74,116,17,True,False,3,0,0,0.05
775,75,98,14,True,False,1,0,0,0.05
776,76,96,16,True,False,1,0,0,0.05
777,77,90,33,True,False,2,0,0,0.05
778,78,84,16,True,False,0,0,0,0.05
779,79,-56,14,False,True,1,1,0,0.05
780,80,106,27,True,False,3,0,0,0.05
781,81,108,15,True,False,2,0,0,0.05
782,82,106,17,True,False,2,0,0,0.05
783,83,108,26,True,False,3,0,0,0.05
784,84,108,26,True,False,3,0,0,0.05
785,85,92,41,True,False,3,0,0,0.05
786,86,112,22,True,False,3,0,0,0.05
787,87,106,28,True,False,3,0,0,0.05
788,88,101,17,True,False,2,0,1,0.05
789,89,98,14,True,False,1,0,0,0.05
790,90,96,16,True,False,1,0,0,0.05
791,91,108,26,True,False,3,0,0,0.05
792,92,108,15,True,False,2,0,0,0.05
793,93,102,30,True,False,3,0,0,0.05
794,94,98,14,True,False,1,0,0,0.05
795,95,108,15,True,False,2,0,0,0.05
796,96,96,15,True,False,1,0,0,0.05
797,97,96,16,True,False,1,0,0,0.05
798,98,98,14,True,False,1,0,0,0.05
799,99,100,23,True,False,2,0,0,0.05
800,0,118,16,True,False,3,0,0,0.05
801,1,104,30,True,False,3,0,0,0.05
802,2,110,13,True,False,2,0,0,0.05
803,3,94,18,True,False,1,0,0,0.05
804,4,108,14,True,False,2,0,0,0.05
805,5,88,24,True,False,1,0,0,0.05
806,6,107,23,True,False,3,0,1,0.05
807,7,98,14,True,False,1,0,0,0.05
808,8,98,25,True,False,2,0,0,0.05
809,9,102,21,True,False,2,0,0,0.05
810,10,110,24,True,False,3,0,0,0.05
811,11,112,22,True,False,3,0,0,0.05
812,12,106,27,True,False,3,0,0,0.05
813,13,98,14,True,False,1,0,0,0.05
814,14,97,22,True,False,2,0,1,0.05
815,15,118,16,True,False,3,0,0,0.05
816,16,106,16,True,False,2,0,0,0.05
817,17,100,12,True,False,1,0,0,0.05
818,18,112,22,True,False,3,0,0,0.05
819,19,-38,11,False,True,2,0,0,0.05
820,20,110,23,True,False,3,0,0,0.05
821,21,110,23,True,False,3,0,0,0.05
822,22,102,21,True,False,2,0,0,0.05
823,23,108,26,True,False,3,0,0,0.05
824,24,116,17,True,False,3,0,0,0.05
825,25,114,19,True,False,3,0,0,0.05
826,26,102,21,True,False,2,0,0,0.05
827,27,90,11,True,False,0,0,0,0.05
828,28,108,25,True,False,3,0,0,0.05
829,29,106,28,True,False,3,0,0,0.05
830,30,108,15,True,False,2,0,0,0.05
831,31,108,25,True,False,3,0,0,0.05
832,32,110,23,True,False,3,0,0,0.05
833,33,102,21,True,False,2,0,0,0.05
834,34,98,23,True,False,2,0,0,0.05
835,35,-54,4,False,True,0,0,0,0.05
836,36,106,17,True,False,2,0,0,0.05
837,37,96,16,True,False,1,0,0,0.05
838,38,108,26,True,False,3,0,0,0.05
839,39,106,17,True,False,2,0,0,0.05
840,40,90,21,True,False,1,0,0,0.05
841,41,108,25,True,False,3,0,0,0.05
842,42,113,17,True,False,3,1,0,0.05
843,43,102,21,True,False,2,0,0,0.05
844,44,96,15,True,False,1,0,0,0.05
845,45,96,16,True,False,1,0,0,0.05
846,46,108,26,True,False,3,0,0,0.05
847,47,120,14,True,False,3,0,0,0.05
848,48,100,12,True,False,1,0,0,0.05
849,49,108,26,True,False,3,0,0,0.05
850,50,98,36,True,False,3,0,0,0.05
851,51,106,28,True,False,3,0,0,0.05
852,52,100,23,True,False,2,0,0,0.05
853,53,98,35,True,False,3,0,0,0.05
854,54,102,29,True,False,3,0,0,0.05
855,55,102,21,True,False,2,0,0,0.05
856,56,-51,13,False,True,1,0,0,0.05
857,57,110,13,True,False,2,0,0,0.05
858,58,103,16,True,False,2,0,1,0.05
859,59,108,15,True,False,2,0,0,0.05
860,60,110,24,True,False,3,0,0,0.05
861,61,86,14,True,False,0,0,0,0.05
862,62,110,23,True,False,3,0,0,0.05
863,63,98,14,True,False,1,0,0,0.05
864,64,112,22,True,False,3,0,0,0.05
865,65,110,23,True,False,3,0,0,0.05
866,66,108,24,True,False,3,0,0,0.05
867,67,95,23,True,False,2,0,1,0.05
868,68,83,14,True,False,0,0,1,0.05
869,69,102,21,True,False,2,0,0,0.05
870,70,102,21,True,False,2,0,0,0.05
871,71,81,37,True,False,3,1,2,0.05
872,72,97,21,True,False,2,0,1,0.05
873,73,116,17,True,False,3,0,0,0.05
874,74,118,16,True,False,3,0,0,0.05
875,75,100,12,True,False,1,0,0,0.05
876,76,98,14,True,False,1,0,0,0.05
877,77,102,21,True,False,2,0,0,0.05
878,78,88,13,True,False,0,0,0,0.05
879,79,102,19,True,False,2,0,0,0.05
880,80,108,26,True,False,3,0,0,0.05
881,81,108,15,True,False,2,0,0,0.05
882,82,106,17,True,False,2,0,0,0.05
883,83,110,24,True,False,3,0,0,0.05
884,84,96,38,True,False,3,0,0,0.05
885,85,-45,18,False,True,2,0,0,0.05
886,86,112,22,True,False,3,0,0,0.05
887,87,104,29,True,False,3,0,0,0.05
888,88,-50,12,False,True,1,0,0,0.05
889,89,96,15,True,False,1,0,0,0.05
890,90,96,16,True,False,1,0,0,0.05
891,91,106,27,True,False,3,0,0,0.05
892,92,108,15,True,False,2,0,0,0.05
893,93,84,38,True,False,3,0,2,0.05
894,94,100,12,True,False,1,0,0,0.05
895,95,106,17,True,False,2,0,0,0.05
896,96,94,17,True,False,1,0,0,0.05
897,97,96,16,True,False,1,0,0,0.05
898,98,96,15,True,False,1,0,0,0.05
899,99,100,23,True,False,2,0,0,0.05
900,0,118,16,True,False,3,0,0,0.05
901,1,103,27,True,False,3,0,1,0.05
902,2,110,13,True,False,2,0,0,0.05
903,3,94,17,True,False,1,0,0,0.05
904,4,110,13,True,False,2,0,0,0.05
905,5,94,17,True,False,1,0,0,0.05
906,6,110,24,True,False,3,0,0,0.05
907,7,96,16,True,False,1,0,0,0.05
908,8,106,17,True,False,2,0,0,0.05
909,9,100,23,True,False,2,0,0,0.05
910,10,102,31,True,False,3,0,0,0.05
911,11,106,26,True,False,3,0,0,0.05
912,12,103,27,True,False,3,0,1,0.05
913,13,96,15,True,False,1,0,0,0.05
914,14,106,16,True,False,2,0,0,0.05
915,15,116,18,True,False,3,0,0,0.05
916,16,104,18,True,False,2,0,0,0.05
917,17,100,12,True,False,1,0,0,0.05
918,18,112,22,True,False,3,0,0,0.05
919,19,106,24,True,False,3,0,0,0.05
920,20,112,22,True,False,3,0,0,0.05
921,21,112,22,True,False,3,0,0,0.05
922,22,98,24,True,False,2,0,0,0.05
923,23,-53,4,False,True,0,0,0,0.05
924,24,118,16,True,False,3,0,0,0.05
925,25,114,20,True,False,3,0,0,0.05
926,26,100,22,True,False,2,0,0,0.05
927,27,90,11,True,False,0,0,0,0.05
928,28,108,26,True,False,3,0,0,0.05
929,29,101,29,True,False,3,0,1,0.05
930,30,108,15,True,False,2,0,0,0.05
931,31,112,22,True,False,3,0,0,0.05
932,32,110,23,True,False,3,0,0,0.05
933,33,98,24,True,False,2,0,0,0.05
934,34,102,21,True,False,2,0,0,0.05
935,35,100,22,True,False,2,0,0,0.05
936,36,110,13,True,False,2,0,0,0.05
937,37,96,16,True,False,1,0,0,0.05
938,38,106,27,True,False,3,0,0,0.05
939,39,108,15,True,False,2,0,0,0.05
940,40,94,18,True,False,1,0,0,0.05
941,41,108,26,True,False,3,0,0,0.05
942,42,118,16,True,False,3,0,0,0.05
943,43,100,22,True,False,2,0,0,0.05
944,44,98,14,True,False,1,0,0,0.05
945,45,96,16,True,False,1,0,0,0.05
946,46,106,27,True,False,3,0,0,0.05
947,47,120,14,True,False,3,0,0,0.05
948,48,98,13,True,False,1,0,0,0.05
949,49,108,26,True,False,3,0,0,0.05
950,50,106,27,True,False,3,0,0,0.05
951,51,104,28,True,False,3,0,0,0.05
952,52,98,24,True,False,2,0,0,0.05
953,53,106,28,True,False,3,0,0,0.05
954,54,106,27,True,False,3,0,0,0.05
955,55,92,23,True,False,2,1,1,0.05
956,56,108,26,True,False,3,0,0,0.05
957,57,110,13,True,False,2,0,0,0.05
958,58,108,15,True,False,2,0,0,0.05
959,59,106,16,True,False,2,0,0,0.05
960,60,108,25,True,False,3,0,0,0.05
961,61,88,12,True,False,0,0,0,0.05
962,62,112,22,True,False,3,0,0,0.05
963,63,94,17,True,False,1,0,0,0.05
964,64,112,22,True,False,3,0,0,0.05
965,65,108,25,True,False,3,0,0,0.05
966,66,112,22,True,False,3,0,0,0.05
967,67,108,15,True,False,2,0,0,0.05
968,68,88,13,True,False,0,0,0,0.05
969,69,100,23,True,False,2,0,0,0.05
970,70,100,22,True,False,2,0,0,0.05
971,71,106,27,True,False,3,0,0,0.05
972,72,104,18,True,False,2,0,0,0.05
973,73,118,16,True,False,3,0,0,0.05
974,74,118,16,True,False,3,0,0,0.05
975,75,100,12,True,False,1,0,0,0.05
976,76,98,14,True,False,1,0,0,0.05
977,77,100,22,True,False,2,0,0,0.05
978,78,88,13,True,False,0,0,0,0.05
979,79,-56,7,False,True,0,0,0,0.05
980,80,102,30,True,False,3,0,0,0.05
981,81,108,15,True,False,2,0,0,0.05
982,82,104,18,True,False,2,0,0,0.05
983,83,110,23,True,False,3,0,0,0.05
984,84,104,29,True,False,3,0,0,0.05
985,85,102,30,True,False,3,0,0,0.05
986,86,108,24,True,False,3,0,0,0.05
987,87,104,28,True,False,3,0,0,0.05
988,88,99,20,True,False,2,1,0,0.05
989,89,98,14,True,False,1,0,0,0.05
990,90,96,16,True,False,1,0,0,0.05
991,91,108,26,True,False,3,0,0,0.05
992,92,106,17,True,False,2,0,0,0.05
993,93,100,31,True,False,3,0,0,0.05
994,94,100,12,True,False,1,0,0,0.05
995,95,108,15,True,False,2,0,0,0.05
996,96,98,14,True,False,1,0,0,0.05
997,97,96,16,True,False,1,0,0,0.05
998,98,94,18,True,False,1,0,0,0.05
999,99,100,23,True,False,2,0,0,0.05
1000,0,118,16,True,False,3,0,0,0.05
1001,1,106,27,True,False,3,0,0,0.05
1002,2,110,13,True,False,2,0,0,0.05
1003,3,96,16,True,False,1,0,0,0.05
1004,4,110,13,True,False,2,0,0,0.05
1005,5,-55,6,False,True,0,0,0,0.05
1006,6,107,23,True,False,3,0,1,0.05
1007,7,98,14,True,False,1,0,0,0.05
1008,8,99,19,True,False,2,0,1,0.05
1009,9,98,23,True,False,2,0,0,0.05
1010,10,112,22,True,False,3,0,0,0.05
1011,11,110,23,True,False,3,0,0,0.05
1012,12,102,30,True,False,3,0,0,0.05
1013,13,98,14,True,False,1,0,0,0.05
1014,14,106,16,True,False,2,0,0,0.05
1015,15,116,17,True,False,3,0,0,0.05
1016,16,108,15,True,False,2,0,0,0.05
1017,17,100,12,True,False,1,0,0,0.05
1018,18,108,24,True,False,3,0,0,0.05
1019,19,116,18,True,False,3,0,0,0.05
1020,20,108,25,True,False,3,0,0,0.05
1021,21,108,24,True,False,3,0,0,0.05
1022,22,95,24,True,False,2,0,1,0.05
1023,23,94,31,True,False,3,0,2,0.05
1024,24,118,16,True,False,3,0,0,0.05
1025,25,-42,15,False,True,2,0,0,0.05
1026,26,98,25,True,False,2,0,0,0.05
1027,27,90,11,True,False,0,0,0,0.05
1028,28,108,25,True,False,3,0,0,0.05
1029,29,106,27,True,False,3,0,0,0.05
1030,30,108,15,True,False,2,0,0,0.05
1031,31,108,26,True,False,3,0,0,0.05
1032,32,110,24,True,False,3,0,0,0.05
1033,33,102,21,True,False,2,0,0,0.05
1034,34,100,22,True,False,2,0,0,0.05
1035,35,102,21,True,False,2,0,0,0.05
1036,36,110,13,True,False,2,0,0,0.05
1037,37,96,16,True,False,1,0,0,0.05
1038,38,108,26,True,False,3,0,0,0.05
1039,39,106,17,True,False,2,0,0,0.05
1040,40,96,16,True,False,1,0,0,0.05
1041,41,108,26,True,False,3,0,0,0.05
1042,42,118,16,True,False,3,0,0,0.05
1043,43,102,21,True,False,2,0,0,0.05
1044,44,96,15,True,False,1,0,0,0.05
1045,45,96,16,True,False,1,0,0,0.05
1046,46,108,26,True,False,3,0,0,0.05
1047,47,120,14,True,False,3,0,0,0.05
1048,48,100,12,True,False,1,0,0,0.05
1049,49,96,36,True,False,3,0,0,0.05
1050,50,106,28,True,False,3,0,0,0.05
1051,51,101,29,True,False,3,0,1,0.05
1052,52,100,23,True,False,2,0,0,0.05
1053,53,95,32,True,False,3,0,1,0.05
1054,54,108,26,True,False,3,0,0,0.05
1055,55,102,21,True,False,2,0,0,0.05
1056,56,90,33,True,False,3,0,2,0.05
1057,57,110,13,True,False,2,0,0,0.05
1058,58,106,17,True,False,2,0,0,0.05
1059,59,106,16,True,False,2,0,0,0.05
1060,60,110,23,True,False,3,0,0,0.05
1061,61,90,11,True,False,0,0,0,0.05
1062,62,112,22,True,False,3,0,0,0.05
1063,63,98,14,True,False,1,0,0,0.05
1064,64,112,22,True,False,3,0,0,0.05
1065,65,112,22,True,False,3,0,0,0.05
1066,66,112,22,True,False,3,0,0,0.05
1067,67,-52,3,False,True,0,0,0,0.05
1068,68,88,13,True,False,0,0,0,0.05
1069,69,98,24,True,False,2,0,0,0.05
1070,70,98,24,True,False,2,0,0,0.05
1071,71,98,35,True,False,3,0,0,0.05
1072,72,106,17,True,False,2,0,0,0.05
1073,73,116,17,True,False,3,0,0,0.05
1074,74,116,18,True,False,3,0,0,0.05
1075,75,100,12,True,False,1,0,0,0.05
1076,76,98,14,True,False,1,0,0,0.05
1077,77,100,22,True,False,2,0,0,0.05
1078,78,88,13,True,False,0,0,0,0.05
1079,79,108,15,True,False,2,0,0,0.05
1080,80,-54,15,False,True,1,0,0,0.05
1081,81,108,15,True,False,2,0,0,0.05
1082,82,108,15,True,False,2,0,0,0.05
1083,83,112,22,True,False,3,0,0,0.05
1084,84,106,27,True,False,3,0,0,0.05
1085,85,108,26,True,False,3,0,0,0.05
1086,86,110,23,True,False,3,0,0,0.05
1087,87,106,28,True,False,3,0,0,0.05
1088,88,101,18,True,False,2,0,1,0.05
1089,89,96,15,True,False,1,0,0,0.05
1090,90,94,18,True,False,1,0,0,0.05
1091,91,106,28,True,False,3,0,0,0.05
1092,92,104,18,True,False,2,0,0,0.05
1093,93,106,27,True,False,3,0,0,0.05
1094,94,100,12,True,False,1,0,0,0.05
1095,95,108,15,True,False,2,0,0,0.05
1096,96,98,14,True,False,1,0,0,0.05
1097,97,94,18,True,False,1,0,0,0.05
1098,98,98,14,True,False,1,0,0,0.05
1099,99,96,27,True,False,2,0,0,0.05
1100,0,118,16,True,False,3,0,0,0.05
1101,1,108,26,True,False,3,0,0,0.05
